,branch,employee,jobTitle,level,type,minSalary,maxSalary,isDealable,city,district
0,"PR, олон нийтийн харилцаа",Нандинбродерс групп ХХК,Гадаад харилцааны менежер,Мэргэжилтэн,Бүтэн цагийн,1200.0,1500.0,False,Улаанбаатар хот,Баянзүрх дүүрэг
1,"PR, олон нийтийн харилцаа",Оспринг Монгол ХХК,Харилцааны менежер,Мэргэжилтэн,Бүтэн цагийн,800.0,1000.0,True,Улаанбаатар хот,Хан-Уул дүүрэг
2,"PR, олон нийтийн харилцаа",Лэйдэр вэйт ХХК,Олон нийттэй харилцах менежер,Мэргэжил хамаарахгүй,Бүтэн цагийн,1200.0,1500.0,True,Улаанбаатар хот,Баянгол дүүрэг
3,"PR, олон нийтийн харилцаа",Батбайгаль бэйкэри ХХК,Бүс хариуцсан маркетингийн менежер,Мэргэжилтэн,Бүтэн цагийн,1000.0,1200.0,False,Улаанбаатар хот,Баянзүрх дүүрэг
4,"PR, олон нийтийн харилцаа",Бодь Интернэшнл ХХК,"ЭВЛҮҮЛЭГЧ, ЗУРАГЛААЧ",Мэргэжилтэн,Бүтэн цагийн,1800.0,2100.0,False,Улаанбаатар хот,
5,"PR, олон нийтийн харилцаа",Тэнгэрийн Хишиг,График дизайнер ажилд авна,Дунд шатны удирдлага,Гэрээт/ Зөвлөх,1500.0,1800.0,False,Улаанбаатар хот,Баянгол дүүрэг
6,"PR, олон нийтийн харилцаа",Стандартформ ххк,Маркетингийн менежер ажилд авна,Мэргэжилтэн,Бүтэн цагийн,800.0,1000.0,False,Улаанбаатар хот,Баянзүрх дүүрэг
7,"PR, олон нийтийн харилцаа",Гурван бухат ХХК,PR менежер,Мэргэжилтэн,Бүтэн цагийн,1500.0,1800.0,False,Улаанбаатар хот,Сүхбаатар дүүрэг
8,"PR, олон нийтийн харилцаа",Таван Богд Групп,PR менежер,Мэргэжилтэн,Бүтэн цагийн,1800.0,2100.0,False,Улаанбаатар хот,Хан-Уул дүүрэг
9,"PR, олон нийтийн харилцаа",Гурван бухат ХХК,Олон нийттэй харилцах мэргэжилтэн,Мэргэжилтэн,Бүтэн цагийн,1200.0,1500.0,True,Улаанбаатар хот,Сүхбаатар дүүрэг
10,"PR, олон нийтийн харилцаа",Жем Интернэшнл ХХК,Олон нийт хариуцсан мэргэжилтэн,Мэргэжилтэн,Бүтэн цагийн,1200.0,1500.0,False,Улаанбаатар хот,Хан-Уул дүүрэг
11,"PR, олон нийтийн харилцаа",Монполимет Групп,ОЛОН НИЙТТЭЙ ХАРИЛЦАХ МЕНЕЖЕР,Дунд шатны удирдлага,Бүтэн цагийн,1500.0,1800.0,False,Улаанбаатар хот,Сүхбаатар дүүрэг
12,"PR, олон нийтийн харилцаа",Хүннү мебель ХХК,Борлуулалтын менежер /эмэгтэй/,Дунд шатны удирдлага,Бүтэн цагийн,1200.0,1500.0,False,Улаанбаатар хот,Баянгол дүүрэг
13,"PR, олон нийтийн харилцаа",Лавай Трейд ХХК,Худалдааны төлөөлөгч,Мэргэжил хамаарахгүй,Бүтэн цагийн,1500.0,1800.0,False,Улаанбаатар хот,Хан-Уул дүүрэг
14,"PR, олон нийтийн харилцаа",Лавай Трейд ХХК,Худалдааны төлөөлөгч,Мэргэжил хамаарахгүй,Бүтэн цагийн,1500.0,1800.0,False,Улаанбаатар хот,Хан-Уул дүүрэг
15,"PR, олон нийтийн харилцаа",Нутгийн буян групп ХХК,ЭХ БЭЛТГЭГЧ /Дизайнер/,Мэргэжилтэн,Бүтэн цагийн,1800.0,2100.0,False,Улаанбаатар хот,Хан-Уул дүүрэг
16,"PR, олон нийтийн харилцаа",Грандмед эмнэлэг,"ХӨТӨЧ, БҮРТГЭЛ МЭДЭЭЛЛИЙН АЖИЛТАН",Мэргэжилтэн,Бүтэн цагийн,800.0,1000.0,False,Улаанбаатар хот,
17,"PR, олон нийтийн харилцаа",Дрийм интерпрайз,Маркетингийн  менежер,Дунд шатны удирдлага,Бүтэн цагийн,1500.0,1800.0,False,Улаанбаатар хот,Хан-Уул дүүрэг
18,"PR, олон нийтийн харилцаа",Вертексмон ХХК,Контент менежер,Дунд шатны удирдлага,Бүтэн цагийн,1500.0,1800.0,False,Улаанбаатар хот,Хан-Уул дүүрэг
19,"PR, олон нийтийн харилцаа",Симатай Промошн ХХК,БАЙГУУЛЛАГА ХАРИУЦСАН ЗАХИАЛГЫН МЕНЕЖЕР,Дунд шатны удирдлага,Бүтэн цагийн,1000.0,1200.0,False,Улаанбаатар хот,Баянзүрх дүүрэг
20,"PR, олон нийтийн харилцаа",Лавай Трейд ХХК,Худалдааны төлөөлөгч,Мэргэжил хамаарахгүй,Бүтэн цагийн,1500.0,1800.0,False,Улаанбаатар хот,Хан-Уул дүүрэг
21,"PR, олон нийтийн харилцаа",Лавай Трейд ХХК,Худалдааны төлөөлөгч,Мэргэжил хамаарахгүй,Бүтэн цагийн,1500.0,1800.0,False,Улаанбаатар хот,Хан-Уул дүүрэг
22,"PR, олон нийтийн харилцаа",Оспринг Монгол ХХК,Харилцагчийн менежер,Мэргэжилтэн,Бүтэн цагийн,800.0,1000.0,True,Улаанбаатар хот,Сүхбаатар дүүрэг
23,"PR, олон нийтийн харилцаа",Эн Өү Ти Эс ХХК,Утасны оператор,Мэргэжилтэн,Бүтэн цагийн,1200.0,1500.0,False,Улаанбаатар хот,Баянгол дүүрэг
24,"PR, олон нийтийн харилцаа",Эн Өү Ти Эс ХХК,Утасны оператор,Мэргэжилтэн,Бүтэн цагийн,1200.0,1500.0,False,Улаанбаатар хот,Баянгол дүүрэг
25,"PR, олон нийтийн харилцаа",Ариг Банк,PR менежер,Мэргэжилтэн,Бүтэн цагийн,1500.0,1800.0,True,Улаанбаатар хот,
26,"PR, олон нийтийн харилцаа",Нью виндөү ХХК,"ХҮНИЙ НӨӨЦ, ОФФИС МЕНЕЖЕР",Мэргэжилтэн,Бүтэн цагийн,1000.0,1200.0,False,Улаанбаатар хот,
27,Авто засвар,Намир ХХК,ТЕХНИКЧ,Мэргэжилтэн,Бүтэн цагийн,1000.0,1200.0,False,Улаанбаатар хот,Хан-Уул дүүрэг
28,Авто засвар,Сэрүүн сэлбэ Ххк,Авто засварчин ажилд авна,Мэргэжилтэн,Бүтэн цагийн,1800.0,2100.0,True,Улаанбаатар хот,Хан-Уул дүүрэг
29,Авто засвар,Грийн Групп,КУЗОВ ЗАСВАРЧИН,Мэргэжилтэн,Бүтэн цагийн,1800.0,2100.0,False,Улаанбаатар хот,Сонгинохайрхан дүүрэг
30,Авто засвар,Жи Эс 25,Шөнийн цагаар ажиллах Түгээлтийн жолооч,Мэргэжил хамаарахгүй,Бүтэн цагийн,800.0,1000.0,False,Улаанбаатар хот,
31,Авто засвар,Дрийм интерпрайз,Авто засварчин,Мэргэжилтэн,Бүтэн цагийн,1200.0,1500.0,False,Улаанбаатар хот,Хан-Уул дүүрэг
32,Авто засвар,Монкон Групп ХХК,Автын засварчин,Мэргэжилтэн,Бүтэн цагийн,1200.0,1500.0,False,Улаанбаатар хот,Хан-Уул дүүрэг
33,Авто засвар,Сэбоцэ ХХК,Авто механик/засварчин/,Мэргэжилтэн,Бүтэн цагийн,800.0,1000.0,False,Улаанбаатар хот,Чингэлтэй дүүрэг
34,Авто засвар,Сод Монгол Групп,Автын механик,Мэргэжилтэн,Бүтэн цагийн,1200.0,1500.0,False,Улаанбаатар хот,
35,Авто засвар,Ти Ти Си энд Ти ХХК,Механик / Төлөвлөгч /ээлжийн хувиараар/,Мэргэжилтэн,Ээлжийн,1500.0,1800.0,False,Өмнөговь аймаг,
36,Авто засвар,Юнайтед Белаз Машинери,Үйлчилгээн-й хөнгөн тэрэгний механик (УБ хотод),Мэргэжилтэн,Бүтэн цагийн,1500.0,1800.0,True,Улаанбаатар хот,
37,Авто засвар,Монголын Алт групп,ЗАСВАРЧИН ажилд авна.,Мэргэжилтэн,Бүтэн цагийн,1000.0,1200.0,False,Улаанбаатар хот,Хан-Уул дүүрэг
38,Авто засвар,ХүдэрМөнх ХХК,Авто механикч,Мэргэжилтэн,Бүтэн цагийн,1200.0,1500.0,False,Улаанбаатар хот,
39,Авто засвар,Тарант ХХК,Авто засварчин,Мэргэжилтэн,Бүтэн цагийн,1000.0,1200.0,False,Улаанбаатар хот,Баянзүрх дүүрэг
40,Авто засвар,Тайгын Булаг ХХК,Механик инженер / -1  хүн авна,Дунд шатны удирдлага,Бүтэн цагийн,1500.0,1800.0,True,Улаанбаатар хот,Баянгол дүүрэг
41,Авто засвар,Тайгын Булаг ХХК,механик- засварчин -2хүн ажилд авна.,Мэргэжилтэн,Бүтэн цагийн,1200.0,1500.0,False,Улаанбаатар хот,
42,Авто засвар,Моннис Групп,НИССАН БРЕНД ХАРИУЦСАН БАТАЛГААНЫ АЖИЛТАН /Ниссан/,Мэргэжилтэн,Бүтэн цагийн,1500.0,1800.0,False,Улаанбаатар хот,Сүхбаатар дүүрэг
43,Авто засвар,Сэрүүн сэлбэ Ххк,Авто засварчин,Мэргэжилтэн,Бүтэн цагийн,1500.0,1800.0,True,Улаанбаатар хот,
44,Авто засвар,Акума Эрин ХХК,Авто засварчин,Мэргэжилтэн,Бүтэн цагийн,1000.0,1200.0,False,Улаанбаатар хот,Баянзүрх дүүрэг
45,Авто засвар,Заг ХХК,Авто засварчин,Мэргэжилтэн,Бүтэн цагийн,1000.0,1200.0,True,Улаанбаатар хот,Сүхбаатар дүүрэг
46,Авто засвар,Аодэ ХХК,ЗАСВАРЧИН,Мэргэжилтэн,Бүтэн цагийн,1500.0,1800.0,False,Улаанбаатар хот,Баянгол дүүрэг
47,Авто засвар,Блюбус ХХК,Автын засварчин,Мэргэжилтэн,Бүтэн цагийн,600.0,800.0,False,Улаанбаатар хот,Сонгинохайрхан дүүрэг
48,Авто засвар,ЛиквиМоли Монгол,Автын ахлах механик,Мэргэжилтэн,Бүтэн цагийн,1800.0,2100.0,False,Улаанбаатар хот,
49,Авто засвар,ЛиквиМоли Монгол,Автын механик,Мэргэжилтэн,Бүтэн цагийн,1500.0,1800.0,False,Улаанбаатар хот,
50,Авто засвар,ЛиквиМоли Монгол,Автын туслах механик,Мэргэжилтэн,Бүтэн цагийн,1000.0,1200.0,False,Улаанбаатар хот,
51,Авто засвар,Сейф трэк ххк,Авто засварт засварчин ажилд авна,Мэргэжилтэн,Бүтэн цагийн,1000.0,1200.0,False,Улаанбаатар хот,
52,Авто засвар,Топ моторс ХХК,Машин угтагч/угаагч,Мэргэжил хамаарахгүй,Бүтэн цагийн,1000.0,1200.0,False,Улаанбаатар хот,
53,Авто засвар,Автотерминал трейд,Кузов засварчин ажилд авна,Мэргэжил хамаарахгүй,Бүтэн цагийн,1200.0,1500.0,False,Улаанбаатар хот,Хан-Уул дүүрэг
54,Авто засвар,Мөнххада ХХК,Механик,Дунд шатны удирдлага,Бүтэн цагийн,1200.0,1500.0,False,Улаанбаатар хот,Хан-Уул дүүрэг
55,Авто засвар,Очир Ундраа ХХК,АВТО ЗАСВАРЧИН /Тээврийн салбарт/,Мэргэжилтэн,Бүтэн цагийн,1200.0,1500.0,False,Улаанбаатар хот,Баянзүрх дүүрэг
56,Авто засвар,Приус Центр,Автын засварчин,Мэргэжилтэн,Бүтэн цагийн,1200.0,1500.0,False,Улаанбаатар хот,Баянгол дүүрэг
57,Авто засвар,Гацуурт ХХК,"ЗАСВАРЧИН- авто /дугуй засвар,агергат/",Мэргэжилтэн,Бүтэн цагийн,800.0,1000.0,False,Улаанбаатар хот,Баянгол дүүрэг
58,Авто засвар,Макс Өргөө ХХК,МЕХАНИКИЙН ЗАСВАРЧИН,Мэргэжилтэн,Ээлжийн,1200.0,1500.0,True,Говь-Алтай аймаг,
59,Авто засвар,Автотерминал трейд,Кузов засварчин ажилд авна,Мэргэжил хамаарахгүй,Бүтэн цагийн,1200.0,1500.0,False,Улаанбаатар хот,Хан-Уул дүүрэг
60,Авто засвар,Хүнс Комплекс,Авто засварчин,Мэргэжилтэн,Бүтэн цагийн,1000.0,1200.0,False,Улаанбаатар хот,
61,Авто тээвэр,Бат ган транс ХХК,Тээврийн компанид МЕХАНИК ИНЖЕНЕР ажилд авна.,Дунд шатны удирдлага,Бүтэн цагийн,1200.0,1500.0,True,Улаанбаатар хот,Сонгинохайрхан дүүрэг
62,Авто тээвэр,Бат ган транс ХХК,Тээврийн компанид МЕХАНИК ИНЖЕНЕР ажилд авна.,Дунд шатны удирдлага,Бүтэн цагийн,1200.0,1500.0,True,Улаанбаатар хот,Сонгинохайрхан дүүрэг
63,Авто тээвэр,Тэс Петролиум ХХК,ЖОЛООЧ,Мэргэжил хамаарахгүй,Бүтэн цагийн,1200.0,1500.0,True,Улаанбаатар хот,Сонгинохайрхан дүүрэг
64,Авто тээвэр,Тэс Петролиум ХХК,АВТЫН ЗАСВАРЧИН,Мэргэжил хамаарахгүй,Бүтэн цагийн,1200.0,1500.0,True,Улаанбаатар хот,Сонгинохайрхан дүүрэг
65,Авто тээвэр,Тэс Петролиум ХХК,Автын засварчин,Мэргэжилтэн,Бүтэн цагийн,1200.0,1500.0,True,Улаанбаатар хот,Сүхбаатар дүүрэг
66,Авто тээвэр,Бат ган транс ХХК,тээврийн компанид ХАБЭА ажилд авна,Дунд шатны удирдлага,None,1200.0,1500.0,False,Улаанбаатар хот,Сонгинохайрхан дүүрэг
67,Авто тээвэр,Бат ган транс ХХК,тээврийн компанид ХАБЭА ажилд авна,Дунд шатны удирдлага,None,1200.0,1500.0,False,Улаанбаатар хот,Сонгинохайрхан дүүрэг
68,Авто тээвэр,Бат ган транс ХХК,тээврийн компанид ХАБЭА ажилд авна,Дунд шатны удирдлага,None,1200.0,1500.0,False,Улаанбаатар хот,Сонгинохайрхан дүүрэг
69,Авто тээвэр,Бат ган транс ХХК,тээврийн компанид ХАБЭА ажилд авна,Дунд шатны удирдлага,Бүтэн цагийн,1200.0,1500.0,True,Улаанбаатар хот,Сонгинохайрхан дүүрэг
70,Авто тээвэр,Бат ган транс ХХК,Хот дотор ШЛАНЗ автомашин барих жолооч ажилд авна.,Мэргэжил хамаарахгүй,Бүтэн цагийн,1000.0,1200.0,True,Улаанбаатар хот,Сонгинохайрхан дүүрэг
71,Авто тээвэр,"Erin International Co., Ltd",АВТО КРАН,Мэргэжил хамаарахгүй,None,1000.0,1200.0,False,Улаанбаатар хот,
72,Авто тээвэр,"Erin International Co., Ltd",Ковшийн  жолооч,Мэргэжил хамаарахгүй,Бүтэн цагийн,1000.0,1200.0,False,Улаанбаатар хот,Баянгол дүүрэг
73,Авто тээвэр,Автобус нэгдэл ХХК,Тээвэр зохицуулагч /Диспетчер/,Дунд шатны удирдлага,Ээлжийн,1000.0,1200.0,True,Улаанбаатар хот,Сонгинохайрхан дүүрэг
74,Авто тээвэр,Блюбус ХХК,Шалгах механик,Дунд шатны удирдлага,Ээлжийн,600.0,800.0,False,Улаанбаатар хот,Сонгинохайрхан дүүрэг
75,Авто тээвэр,Бат ган транс ХХК,Тээврийн автобаазд МЕХАНИК ИНЖЕНЕР ажилд авна.,Дунд шатны удирдлага,Бүтэн цагийн,1200.0,1500.0,True,Улаанбаатар хот,Сонгинохайрхан дүүрэг
76,Авто тээвэр,НАРТА Хими цэвэрлэгээ,Жолооч,Мэргэжил хамаарахгүй,Бүтэн цагийн,1000.0,1200.0,False,Улаанбаатар хот,Баянзүрх дүүрэг
77,Авто тээвэр,Очир Ундраа ХХК,АВТОБУСНЫ ЖОЛООЧ,Мэргэжилтэн,Бүтэн цагийн,1200.0,1500.0,False,Улаанбаатар хот,Баянзүрх дүүрэг
78,Авто тээвэр,Бат ган транс ХХК,Хот дотор ШЛАНЗ автомашин барих жолооч ажилд авна.,Мэргэжил хамаарахгүй,None,1000.0,1200.0,False,Улаанбаатар хот,Сонгинохайрхан дүүрэг
79,Авто тээвэр,Бат ган транс ХХК,тээврийн компанид ХАБЭА ажилд авна,Дунд шатны удирдлага,Бүтэн цагийн,1200.0,1500.0,False,Улаанбаатар хот,Сонгинохайрхан дүүрэг
80,Авто тээвэр,Монложистикс Холдинг ХХК,Жолооч /Хот доторх тээвэрлэлт/,Мэргэжилтэн,Бүтэн цагийн,1000.0,1200.0,True,Улаанбаатар хот,Сүхбаатар дүүрэг
81,"Автоматик, электроник",Эм Эм Эс Инженеринг ХХК,АВТОМАТЖУУЛАЛТЫН ИНЖЕНЕР,Мэргэжилтэн,Бүтэн цагийн,2100.0,2500.0,True,Улаанбаатар хот,Хан-Уул дүүрэг
82,"Автоматик, электроник",Эн Би Си ХХК,МОНТЁР,Дунд шатны удирдлага,Бүтэн цагийн,800.0,1000.0,False,Улаанбаатар хот,Сүхбаатар дүүрэг
83,"Автоматик, электроник",Таван Орд ХХК,АВТОМАТИКИЙН ИНЖЕНЕР,Дунд шатны удирдлага,Бүтэн цагийн,1200.0,1500.0,False,Улаанбаатар хот,
84,"Автоматик, электроник",Топика ХХК,Суурилуулалтын техникч,Мэргэжил хамаарахгүй,Бүтэн цагийн,1000.0,1200.0,False,Улаанбаатар хот,Чингэлтэй дүүрэг
85,"Автоматик, электроник",Монголын Үндэсний Их Сургууль,"ТЕХНОЛОГИ, ЭЛЕКТРОНИКИЙН ИНЖЕНЕР",Мэргэжилтэн,Бүтэн цагийн,1800.0,2100.0,False,Улаанбаатар хот,
86,"Автоматик, электроник",Топика ХХК,"Мэдээлэл технологи, электроникийн шийдлийн инженер",Дунд шатны удирдлага,Бүтэн цагийн,1200.0,1500.0,False,Улаанбаатар хот,Чингэлтэй дүүрэг
87,"Автоматик, электроник",БСБ Сервис ХХК,Электрон барааны засварчин /Шинэ төгсөгч/,Мэргэжилтэн,Бүтэн цагийн,1200.0,1500.0,False,Улаанбаатар хот,Сонгинохайрхан дүүрэг
88,"Автоматик, электроник",ХАЙТЕК ИНТЕРНЭЙШНЛ ХХК,Электроникийн засварчин ажилд авна.,Мэргэжилтэн,Бүтэн цагийн,1000.0,1200.0,True,Улаанбаатар хот,Багануур дүүрэг
89,"Автоматик, электроник",Топологи ХХК,Борлуулалтын дараахи үйлчилгээний менежер,Мэргэжилтэн,Бүтэн цагийн,1800.0,2100.0,False,Улаанбаатар хот,
90,"Автоматик, электроник",Нэкст Групп XXK,ЗАСВАРЫН ИНЖЕНЕР,Мэргэжилтэн,Бүтэн цагийн,1500.0,1800.0,False,Улаанбаатар хот,Баянгол дүүрэг
91,Автын цахилгаанчин,Говьхангайн Хөдөлмөр ХХК,Автын цахилгаанчин,Мэргэжилтэн,Ээлжийн,1800.0,2100.0,False,Өмнөговь аймаг,
92,Автын цахилгаанчин,Монгол Майнинг энд Эксплорэйшн ХХК,Автын цахилгаанчин,Мэргэжилтэн,Ээлжийн,1500.0,1800.0,False,Төв аймаг,
93,Автын цахилгаанчин,Монбейкери ХХК,ЭЛЕКТРОНИК ЗАСВАРЧИН,Мэргэжилтэн,Бүтэн цагийн,800.0,1000.0,False,Улаанбаатар хот,Баянгол дүүрэг
94,Автын цахилгаанчин,Монголын Үндэсний Их Сургууль,Жолооч,Мэргэжил хамаарахгүй,Бүтэн цагийн,800.0,1000.0,False,Улаанбаатар хот,Баянгол дүүрэг
95,Автын цахилгаанчин,Юнайтед Белаз Машинери,Хүнд машин механизмын цахилгаанчин 14/14,Дунд шатны удирдлага,Ээлжийн,1200.0,1500.0,False,Улаанбаатар хот,
96,Автын цахилгаанчин,Моннис Групп,Автын цахилгаанчин МОННИС МОТОРС ХХК,Мэргэжилтэн,None,1200.0,1500.0,False,Улаанбаатар хот,
97,Агаарын тээвэр,Эм Эн Ти ХХК,Оператор,Мэргэжил хамаарахгүй,Бүтэн цагийн,800.0,1000.0,False,Улаанбаатар хот,Сүхбаатар дүүрэг
98,Агуулах,Жи Эс 25,Барааны нөөцийн менежер /Stock manager/,Мэргэжилтэн,Бүтэн цагийн,1200.0,1500.0,False,Улаанбаатар хот,Хан-Уул дүүрэг
99,Агуулах,Саммит Компьютер Технологи ХХК,Бараа шалгагч нярав - Сонсголонд ажиллах,Мэргэжилтэн,Бүтэн цагийн,1200.0,1500.0,False,Улаанбаатар хот,
100,Агуулах,Пик Пак ХХК,Материал хариуцсан ажилтан,Мэргэжилтэн,Бүтэн цагийн,800.0,1000.0,False,Улаанбаатар хот,Хан-Уул дүүрэг
101,Агуулах,Таван Богд Интернэйшнл ХХК,Агуулахын туслах нярав,Мэргэжилтэн,Бүтэн цагийн,1000.0,1200.0,False,Улаанбаатар хот,
102,Агуулах,Таван Богд Интернэйшнл ХХК,Үндсэн хөрөнгийн нярав,Дунд шатны удирдлага,Бүтэн цагийн,1200.0,1500.0,False,Улаанбаатар хот,
103,Агуулах,Таван Богд Интернэйшнл ХХК,Агуулахын нярав /Эрэгтэй/,Дунд шатны удирдлага,Бүтэн цагийн,1200.0,1500.0,False,Улаанбаатар хот,
104,Агуулах,Горгаз ХХК,Газрын тосны агуулахын ачигч буулгагч,Мэргэжил хамаарахгүй,Бүтэн цагийн,800.0,1000.0,False,Улаанбаатар хот,Баянзүрх дүүрэг
105,"Актуарч, Андеррайтер",Агула Даатгал,"Санхүү, эрсдэлийн шинжээч",Мэргэжилтэн,Бүтэн цагийн,1200.0,1500.0,False,Улаанбаатар хот,Сүхбаатар дүүрэг
106,"Актуарч, Андеррайтер",Агула Даатгал,Даатгалын Андеррайтер,Мэргэжилтэн,Бүтэн цагийн,2100.0,2500.0,False,Улаанбаатар хот,Сүхбаатар дүүрэг
107,Арга хэмжээ зохион байгуулалт,Амар зочид буудал,ЭВЕНТ МЕНЕЖЕР,Мэргэжилтэн,Бүтэн цагийн,1000.0,1200.0,False,Улаанбаатар хот,Баянзүрх дүүрэг
108,Арга хэмжээ зохион байгуулалт,Брэнд Нью Хотелс ХХК,Эвент менежер,Дунд шатны удирдлага,Бүтэн цагийн,1200.0,1500.0,False,Улаанбаатар хот,Сүхбаатар дүүрэг
109,Арга хэмжээ зохион байгуулалт,Рөүзвүүд Ресторан,Рестораны туслах менежер,Мэргэжилтэн,Бүтэн цагийн,1200.0,1500.0,False,Улаанбаатар хот,Сүхбаатар дүүрэг
110,Аргазүйч,Том-Амжилт,Сургалтын үйл ажиллагаа хариуцсан аргазүйч,Дунд шатны удирдлага,Бүтэн цагийн,800.0,1000.0,False,Улаанбаатар хот,Хан-Уул дүүрэг
111,Аргазүйч,Дабльфиш ТӨМӨР ЗАМЫН МСҮТ,СУРГАЛТЫН АРГА ЗҮЙЧ,Дунд шатны удирдлага,Бүтэн цагийн,1000.0,1200.0,True,Улаанбаатар хот,Баянзүрх дүүрэг
112,"Архив, Бичиг хэргийн ажилтан",Н Эй Би Трейд ХХК,"БИЧИГ ХЭРЭГ, АРХИВЫН АЖИЛТАН",Мэргэжилтэн,Бүтэн цагийн,800.0,1000.0,False,Улаанбаатар хот,Сүхбаатар дүүрэг
113,"Архив, Бичиг хэргийн ажилтан",Ти Ти Си энд Ти ХХК,ЗАСВАРЫН БИЧИГ ХЭРГИЙН АЖИЛТАН / CLERK,Мэргэжилтэн,Ээлжийн,1500.0,1800.0,False,Дорноговь аймаг,
114,"Архив, Бичиг хэргийн ажилтан",Шаргалжуут рашаан сувилал ХХК,Төслийн бичиг хэргийн ажилтан,Мэргэжилтэн,Бүтэн цагийн,1000.0,1200.0,False,Улаанбаатар хот,
115,"Архив, Бичиг хэргийн ажилтан",Мишээл Групп ХХК,"Захирлын туслах, захиргааны менежер",Дунд шатны удирдлага,Бүтэн цагийн,1200.0,1500.0,False,Улаанбаатар хот,Хан-Уул дүүрэг
116,"Архив, Бичиг хэргийн ажилтан",Цэрэн интернэшнл ХХК,Захирлын туслах болон нярав,Мэргэжилтэн,Бүтэн цагийн,800.0,1000.0,False,Улаанбаатар хот,Хан-Уул дүүрэг
117,"Архив, Бичиг хэргийн ажилтан",Шилдэг зам ХХК,Кемпийн бичиг хэргийн ажилтан ажилд авна.,Мэргэжилтэн,Бүтэн цагийн,1200.0,1500.0,False,Өмнөговь аймаг,
118,"Архив, Бичиг хэргийн ажилтан",Сэд Дэвжих ХХК,"Захиргаа, бичиг хэргийн ажилтан",Дунд шатны удирдлага,Бүтэн цагийн,600.0,800.0,True,Улаанбаатар хот,Хан-Уул дүүрэг
119,"Архив, Бичиг хэргийн ажилтан",Шангри-ла Хотел Улаанбаатар,Service Leader - Engineering Secretary,Мэргэжилтэн,Бүтэн цагийн,1000.0,1200.0,False,Улаанбаатар хот,
120,"Архив, Бичиг хэргийн ажилтан",Нойкрафт ХХК,Бичиг хэргийн ажилтан,Мэргэжил хамаарахгүй,Бүтэн цагийн,800.0,1000.0,True,Улаанбаатар хот,Чингэлтэй дүүрэг
121,"Архив, Бичиг хэргийн ажилтан",“Оптимал Эн Макс ХХК”,Захиргааны ажилтан,Мэргэжилтэн,Бүтэн цагийн,800.0,1000.0,False,Улаанбаатар хот,Хан-Уул дүүрэг
122,"Архив, Бичиг хэргийн ажилтан",“Хаан булаг Интернэйшнл” ХХК,Захирлын туслах,Мэргэжилтэн,Бүтэн цагийн,1200.0,1500.0,False,Улаанбаатар хот,Хан-Уул дүүрэг
123,"Архив, Бичиг хэргийн ажилтан",Эм Эл Жи Финанс Гинко ХХК,Бичиг хэргийн ажилтан,Мэргэжилтэн,Бүтэн цагийн,800.0,1000.0,True,Улаанбаатар хот,Баянгол дүүрэг
124,"Архив, Бичиг хэргийн ажилтан",Ди Ди прогресс ХХК,Архив бичиг хэргийн ажилтан,Мэргэжилтэн,Бүтэн цагийн,800.0,1000.0,True,Улаанбаатар хот,
125,"Архив, Бичиг хэргийн ажилтан","Улсын тэргүүний, лаборатори 33 дугаар сургууль",Дунд сургуульд архив-нарийн бичгийн ажилтан,Мэргэжилтэн,Бүтэн цагийн,600.0,800.0,False,Улаанбаатар хот,Баянзүрх дүүрэг
126,"Архив, Бичиг хэргийн ажилтан",Брикланд ХХК,БИЧИГ ХЭРГИЙН АЖИЛТАН,Мэргэжилтэн,Бүтэн цагийн,1000.0,1200.0,False,Улаанбаатар хот,Сонгинохайрхан дүүрэг
127,"Архив, Бичиг хэргийн ажилтан",Топика ХХК,Бичиг хэргийн ажилтан,Мэргэжилтэн,Бүтэн цагийн,1000.0,1200.0,False,Улаанбаатар хот,Чингэлтэй дүүрэг
128,"Архив, Бичиг хэргийн ажилтан",Болорбагана,"Бичиг хэрэг, хүний нөөцийн менежер",Дунд шатны удирдлага,Бүтэн цагийн,1000.0,1200.0,False,Улаанбаатар хот,Баянзүрх дүүрэг
129,"Архив, Бичиг хэргийн ажилтан",Моннис Групп,Архив бичиг хэргийн ажилтан МОННИС МОТОРС ХХК,Дунд шатны удирдлага,Бүтэн цагийн,1200.0,1500.0,False,Улаанбаатар хот,
130,"Архив, Бичиг хэргийн ажилтан",Jet School of English,Бичиг хэргйин ажилтан захирлын туслах,Дунд шатны удирдлага,Бүтэн цагийн,1200.0,1500.0,False,Улаанбаатар хот,Сүхбаатар дүүрэг
131,Архитектур,Хотол Архитектс ХХК,Архитектор,Мэргэжилтэн,Бүтэн цагийн,1000.0,1200.0,False,Улаанбаатар хот,
132,Архитектур,Эн Эй Пи ХХК,Архитектор,Мэргэжилтэн,Бүтэн цагийн,1800.0,2100.0,False,Улаанбаатар хот,Баянзүрх дүүрэг
133,Архитектур,Эн Эй Пи ХХК,Техник архитектор,Мэргэжилтэн,Бүтэн цагийн,1000.0,1200.0,False,Улаанбаатар хот,Баянзүрх дүүрэг
134,Архитектур,Каркас зураг ХХК,Архитектор,Мэргэжилтэн,Бүтэн цагийн,800.0,1000.0,False,Улаанбаатар хот,Сүхбаатар дүүрэг
